







凡人歌,#genre#
 血色山河·抗日战争影像志,https://mursor.ottiptv.cc/migu/713600957.m3u8?migutoken=e8079920e16c9c3ad251da8c5449bacdf7813b21241646d84efafb202916dfc197a56845beeb1df1ff826ca4fe382cde898f652a063a186a407c54b38438da14c678f0d273641c1aaf99eb5411
新闻,#genre#
 深度对话,https://mursor.ottiptv.cc/migu/625703337.m3u8?migutoken=70626cb7960e2161fa85374567ddfb7babc6b043ec730319006cceaeab32752b98a2c02cc8b4673d0362b1b85880be616e14755f3361478dbe92ccf22b37ddaae85a8bec5e6117a625c33dcd81
熊猫,#genre#
 熊猫频道1,https://mursor.ottiptv.cc/migu/608933610.m3u8?migutoken=f287471ed26452e11df41c465b3ad6d4c75cba2f7ff6b729f918752129e3acbe07b623b66d1757fe46bb7d1966a006dc7e5d2f3347356f937dde4d403fea41ef4ea08572985706f513a70df2c8
 熊猫频道2,https://mursor.ottiptv.cc/migu/608933640.m3u8?migutoken=6e226e3f8d630f826496390278aa2d7d764b28d003ef58db8d7f84923b9663d812cf499fbf15a287ae9ec794c7f591f3df5b4d6cde609fabb4f42ba3e24c8471bdeabfa6d81cf37b6e1b3238f2
 熊猫频道3,https://mursor.ottiptv.cc/migu/608934619.m3u8?migutoken=5844825d2d692c52176845e3fbc2f9e5453b87685bb98c343574c7d742c0690c4935be54a9ef7cbe109a006f6373f3054d1927d160545f36fd473708a1c4a66ba0d3b86950d2629bb889270408
 熊猫频道4,https://mursor.ottiptv.cc/migu/608934721.m3u8?migutoken=308fcb0b55b4ff08ac0e54793548092546c77c75a80ac6b7e7381baa1abc512237e0b5a4fbd99eef39fc90845a6467da13302c9825d974e1e375f906d00de5e2d7d4fb70261749d93e95fafff9
 熊猫频道5,https://mursor.ottiptv.cc/migu/608935104.m3u8?migutoken=dc256d75a1813aaf026e2d74d2649ebcc2d7c30195b824f8c84236fc930cc07ba543514bcf1b59d42acb310d510f518b4ca732ad91dc605779d1273589490b2fc2e98913b79f6e85000bdbf618
 熊猫频道6,https://mursor.ottiptv.cc/migu/608935797.m3u8?migutoken=589a876849986a566a0f07d9955766a0a628e26e8bd06dfde550601da03465635ac72ff46d1d91e0e59b544a6bc4cf19b6a5ab5fe246f7b49cc10feeb40c58f5dca058fcf1072a841fe16b0c03
 熊猫频道7,https://mursor.ottiptv.cc/migu/609169286.m3u8?migutoken=a0dcf42205e20776970968098373a6f8ed49f2b8034acb4f565aa25e8785fa68bd29a666c14109723a23b72e749a6b1eeceb70052c24f721d792ce4f319536bbcab8c323e66c8af64c3eb307d5
 熊猫频道8,https://mursor.ottiptv.cc/migu/609169287.m3u8?migutoken=b35767340693e8b5f527cd943df23d01bde0c4639da69456f7be2b494ad9683d5b002c403f0f28f73cabd8a59ed2ae535d6dd82a4f5631d048f09327ff2b9899f059a4396af865210f67e39d9f
 熊猫频道9,https://mursor.ottiptv.cc/migu/609169226.m3u8?migutoken=14353344099cde289787249af73a601a35b343162042cfef0a28ff6dc1698d476f3a5eb3b7e8dc43a3225e1032274eeabee23a19038f719c30ed4ad2e9bff8ba2d9a502f8446a2ecf2d1dda1a1
 熊猫频道10,https://mursor.ottiptv.cc/migu/609169285.m3u8?migutoken=312ba4d26121c62ef7c6b20b55e315b1edb9b808ed7fe95f1e2e3dea227b4f0d301a95279b484cb79ef619598f5d0f7a0c1d638c98b9fb53a725f588f91cb1a88d05e3f6da2954610d83e1bc2a
综艺,#genre#
 最强综艺趴,https://mursor.ottiptv.cc/migu/629942228.m3u8?migutoken=af461475a4a9886d68d3ba94f8f057e5c4882093d8bb5289ad79734190a41caa139f8e1b7395089251c04fc4656453761a9a6a2835bc3503bb4c6d684a5d9f82adf1d7cdfbfcfbb7a693f56901
少儿,#genre#
 嘉佳卡通,https://mursor.ottiptv.cc/migu/614952364.m3u8?migutoken=31e9d00ae7ba2dc0df36f462804d31a55ef1131fb80a601d601677fbe67e7ab4dd3cbaf891e5e9501e2b9311e3d83b9a31f7605a6594b40eb0e9f2d10b24f4cecce163758b3242c3bf0c32d757
 经典动画大集合,https://mursor.ottiptv.cc/migu/629942219.m3u8?migutoken=2dd688113826700f5e7c354336a9bdbce5eab74edf8e58e37bcae9e0321be38c3016e073bf21bc5634ca9030c13a90fc4a9062c9555addc323edc78ee0992e8a34228bced24d703380b79e1267
纪实,#genre#
 新动力量创一流,https://mursor.ottiptv.cc/migu/713589837.m3u8?migutoken=739bda903a88f01a94d2451c7d1f507d9dbef57821590d3ea1c23e7d61eab48019755da34c35dfe376e8d4c13b9889ed7ea0cc9979441bef2bba24f489f28b0aefe09dbdfb231725ce27a7736d
印象天下,#genre#
 钱塘江,https://mursor.ottiptv.cc/migu/647370520.m3u8?migutoken=a9199aca87b034cdce08ffe40b423a781ce70c14c129d0f13d516914f748f2764885bdab1af0e6cee625b1b4e5a8a9fdda12338ba38c42738c1ccd1f93fb9d14b2123cef9108246654bf47a965
体育,#genre#
 五环传奇,https://mursor.ottiptv.cc/migu/707671890.m3u8?migutoken=eb7fe8753ed65d2233c7a6be2387348efd443721be76a552b09e7528fae83b2aa88d1291a4812c4563ad59f6a3a571f25f2386b5c2a1d9910172c5016783c3a9dc0723a01b0258eecadbd1662e
 赛事最经典,https://mursor.ottiptv.cc/migu/646596895.m3u8?migutoken=b3d0ab1d6818e90b67d0fdd3bf5c5dbd2b9639b043fce9b26d9e6a4c8fa447eed8ad468d2dbbfb7ebe904cb5f644746e04f505838922170ae7255d550c7ccf4270deb3571040cda78ba2810534
 掼蛋精英赛,https://mursor.ottiptv.cc/migu/631354620.m3u8?migutoken=c7936053e573b6a83716874b60057fc80e709608ae67ef7395ffafa4a450975b922c93ff78f9f588899ba3099d5ca55339c78727e0ad20b67ace8ae4acc19a179b07731de8e5fb836e960a8ed8
 体坛名栏汇,https://mursor.ottiptv.cc/migu/629943305.m3u8?migutoken=6291737197c275ae378cff49e014a503b2f83337cf229175929431609763979d315a2dcb8701aa29852f4bc42fc5160016c780b743fbaf47592c5cb410d07d0db386eee50c053599a3f91812b4
 四海钓鱼,https://mursor.ottiptv.cc/migu/637444975.m3u8?migutoken=966053ee163e31f4bfd9ed3dcd9feb34dba77b7fc93f8873ed999606d83833aa569db3a624c8d08e4d623386493ae9e56e2724fb0c6fae2594f4930fdc7582fd2db88a1f07a3644c7c02a6a939
 咪咕24小时体育台,https://mursor.ottiptv.cc/migu/654102378.m3u8?migutoken=fdcd1b6242035bc520cfddcc47b0da41d3e32b336a94caa7220952ca488c72f04eb904b86d775b6962a0aa9cc45742d81f5eac8d74fdff4873beea6088fb3d75c87f6e1d721c3eb23d3d595727
教育,#genre#
 CETV1,https://mursor.ottiptv.cc/migu/923287154.m3u8?migutoken=f4bb0fc838af599a438cd905cc95d6fbc1e792a49292858ede15226d9e908998a72bd1e3ccb545102801dd4d7e13d4ac8d5ee240507e1c9ee0befd519d5a93ad5d14136282ff866d27dd765de3
 CETV2,https://mursor.ottiptv.cc/migu/923287211.m3u8?migutoken=604cf6b76a08fb84653f4269840e2df1434712fd24ba3c9dddb69dba11ca7dc128601d988a9d730d46577a7e1423bbc4cc477f4ef0ed03668f2b6fb626a1ef3f997ddb465435494be3d6ad0ea2
 CETV4,https://mursor.ottiptv.cc/migu/923287339.m3u8?migutoken=afe06512e277282704514eaf90f9ed2e1e4bb79a1ce87acd42bb7a6f1fad6f40871da12a95184e1fc6a7fdf2ceda71c929aa280d6a0727f498923c0b388181c43563fd33e9520e789120368e15
主力-央视,#genre#
CCTV-1HD-主力,https://mursor.ottiptv.cc/bst/cctv1hd@4000000.m3u8
CCTV-2HD-主力,https://mursor.ottiptv.cc/bst/cctv2hd8m@8000000.m3u8
CCTV-3HD-主力,https://mursor.ottiptv.cc/bst/cctv3hd@4000000.m3u8
CCTV-4HD-主力,https://mursor.ottiptv.cc/bst/cctv4hd4m@4000000.m3u8
CCTV-5HD-主力,https://mursor.ottiptv.cc/bst/cctv5hd@4000000.m3u8
CCTV-6HD-主力,https://mursor.ottiptv.cc/bst/cctv6hd@4000000.m3u8
CCTV-7HD-主力,https://mursor.ottiptv.cc/bst/cctv7hd4m@4000000.m3u8
CCTV-8HD-主力,https://mursor.ottiptv.cc/bst/cctv8hd@4000000.m3u8
CCTV-9HD-主力,https://mursor.ottiptv.cc/bst/cctv9hd4mc@4000000.m3u8
CCTV-10HD-主力,https://mursor.ottiptv.cc/bst/cctv10hd@4000000.m3u8
CCTV-11HD-主力,https://mursor.ottiptv.cc/bst/cctv11hd4m@4000000.m3u8
CCTV-12HD-主力,https://mursor.ottiptv.cc/bst/cctv12hd4m@4000000.m3u8
CCTV-新闻HD-主力,https://mursor.ottiptv.cc/bst/cctv13hd4m@4000000.m3u8
CCTV-少儿HD-主力,https://mursor.ottiptv.cc/bst/cctvsehd@4000000.m3u8
CCTV-音乐HD-主力,https://mursor.ottiptv.cc/bst/cctvyyhd4m@4000000.m3u8
CCTV-16HD-主力,https://mursor.ottiptv.cc/bst/cctv16hd4m@4000000.m3u8
CCTV-17HD-主力,https://mursor.ottiptv.cc/bst/cctv17hd4m@4000000.m3u8
CCTV-5+HD-主力,https://mursor.ottiptv.cc/bst/cctv5phd@4000000.m3u8
CCTV-3-主力,https://mursor.ottiptv.cc/bst/cctv3hdhai@4000000.m3u8
CCTV-5-主力,https://mursor.ottiptv.cc/bst/cctv5hdhai@4000000.m3u8
CCTV-6-主力,https://mursor.ottiptv.cc/bst/cctv6@1300000.m3u8
CCTV-8-主力,https://mursor.ottiptv.cc/bst/cctv8@1300000.m3u8
CGTN-主力,https://mursor.ottiptv.cc/bst/cctvnews@2500000.m3u8
主力-卫视,#genre#
东方卫视HD-主力,https://mursor.ottiptv.cc/bst/hddfws@4000000.m3u8
河北卫视HD-主力,https://mursor.ottiptv.cc/bst/hbwshd4m@4000000.m3u8
浙江卫视HD-主力,https://mursor.ottiptv.cc/bst/zjwshd@4000000.m3u8
北京卫视HD-主力,https://mursor.ottiptv.cc/bst/bjwshd@4000000.m3u8
江苏卫视HD-主力,https://mursor.ottiptv.cc/bst/jswshd@4000000.m3u8
天津卫视HD-主力,https://mursor.ottiptv.cc/bst/tjwshd@4000000.m3u8
湖南卫视HD-主力,https://mursor.ottiptv.cc/bst/hnwshd@4000000.m3u8
山东卫视HD-主力,https://mursor.ottiptv.cc/bst/sdwshd@4000000.m3u8
东南卫视HD-主力,https://mursor.ottiptv.cc/bst/dnwshd@4000000.m3u8
安徽卫视HD-主力,https://mursor.ottiptv.cc/bst/ahwshd@4000000.m3u8
湖北卫视HD-主力,https://mursor.ottiptv.cc/bst/hbwshd@4000000.m3u8
甘肃卫视HD-主力,https://mursor.ottiptv.cc/bst/gswshd4m@4000000.m3u8
广东卫视HD-主力,https://mursor.ottiptv.cc/bst/gdwshd@4000000.m3u8
广西卫视HD-主力,https://mursor.ottiptv.cc/bst/gxwshd4m@4000000.m3u8
贵州卫视HD-主力,https://mursor.ottiptv.cc/bst/gzwshd4m@4000000.m3u8
重庆卫视HD-主力,https://mursor.ottiptv.cc/bst/cqwshd4m@4000000.m3u8
河南卫视HD-主力,https://mursor.ottiptv.cc/bst/henwshd4m@4000000.m3u8
黑龙江卫视HD-主力,https://mursor.ottiptv.cc/bst/hljwshd@4000000.m3u8
海南卫视HD-主力,https://mursor.ottiptv.cc/bst/hainwshd4m@4000000.m3u8
吉林卫视HD-主力,https://mursor.ottiptv.cc/bst/jlwshd4m@4000000.m3u8
江西卫视HD-主力,https://mursor.ottiptv.cc/bst/jxwshd@4000000.m3u8
辽宁卫视HD-主力,https://mursor.ottiptv.cc/bst/lnwshd@4000000.m3u8
深圳卫视HD-主力,https://mursor.ottiptv.cc/bst/szwshd@4000000.m3u8
云南卫视HD-主力,https://mursor.ottiptv.cc/bst/ynwshd4m@4000000.m3u8
四川卫视HD-主力,https://mursor.ottiptv.cc/bst/scwshd4m@4000000.m3u8
山西卫视-主力,https://mursor.ottiptv.cc/bst/shanxiws@1300000.m3u8
陕西卫视-主力,https://mursor.ottiptv.cc/bst/sxws@1300000.m3u8
新疆卫视-主力,https://mursor.ottiptv.cc/bst/xjws@1300000.m3u8
安多卫视-主力,https://mursor.ottiptv.cc/bst/adws2d5m@2500000.m3u8
西藏卫视-主力,https://mursor.ottiptv.cc/bst/xzws@2500000.m3u8
兵团卫视-主力,https://mursor.ottiptv.cc/bst/btws@1300000.m3u8
内蒙古卫视-主力,https://mursor.ottiptv.cc/bst/nmgws@1300000.m3u8
宁夏卫视-主力,https://mursor.ottiptv.cc/bst/nxws@1300000.m3u8
青海卫视-主力,https://mursor.ottiptv.cc/bst/qhws@1300000.m3u8
三沙卫视HD-主力,https://mursor.ottiptv.cc/bst/ssws2d5m@2500000.m3u8
主力-其他,#genre#
中国教育-1HD-主力,https://mursor.ottiptv.cc/bst/zgjy1ott@4000000.m3u8
中国教育-2-主力,https://mursor.ottiptv.cc/bst/cetv2@2500000.m3u8
中国教育-4HD-主力,https://mursor.ottiptv.cc/bst/cetv4@1300000.m3u8
哈哈炫动HD-主力,https://mursor.ottiptv.cc/bst/hhxdhd@4000000.m3u8
金鹰纪实HD-主力,https://mursor.ottiptv.cc/bst/jyjs8m@8000000.m3u8
金鹰卡通-主力,https://mursor.ottiptv.cc/bst/jykt@1300000.m3u8
嘉佳卡通-主力,https://mursor.ottiptv.cc/bst/jjkt@1300000.m3u8
卡酷卡通-主力,https://mursor.ottiptv.cc/bst/kkkt@1300000.m3u8
卡酷少儿HD-主力,https://mursor.ottiptv.cc/bst/kkkt2d5m@2500000.m3u8
新视觉HD-主力,https://mursor.ottiptv.cc/bst/xsjhd@4000000.m3u8
中国天气-主力,https://mursor.ottiptv.cc/bst/zgqxhd4mc@4000000.m3u8
欢笑剧场HD-主力,https://mursor.ottiptv.cc/bst/hxjchd@4000000.m3u8
热门剧场HD-主力,https://mursor.ottiptv.cc/bst/rmjcvcc4m@4000000.m3u8
都市剧场HD-主力,https://mursor.ottiptv.cc/bst/dsjchd@4000000.m3u8
谍战剧场HD-主力,https://mursor.ottiptv.cc/bst/dzjcvcc4m@4000000.m3u8
华语影院HD-主力,https://mursor.ottiptv.cc/bst/hyyyvcc4m@4000000.m3u8
星光影院HD-主力,https://mursor.ottiptv.cc/bst/xgyyvcc4m@4000000.m3u8
全球大片HD-主力,https://mursor.ottiptv.cc/bst/qqdpvcc4m@4000000.m3u8
热门综艺HD-主力,https://mursor.ottiptv.cc/bst/rmzyvcc4m@4000000.m3u8
动漫秀场HD-主力,https://mursor.ottiptv.cc/bst/dmxchd@4000000.m3u8
宝宝动画HD-主力,https://mursor.ottiptv.cc/bst/bbdhvcc4m@4000000.m3u8
青春动漫HD-主力,https://mursor.ottiptv.cc/bst/qcdmvcc4m@4000000.m3u8
百变课堂HD-主力,https://mursor.ottiptv.cc/bst/bbktvcc4m@4000000.m3u8
生活时尚HD-主力,https://mursor.ottiptv.cc/bst/shsshd@4000000.m3u8
游戏风云HD-主力,https://mursor.ottiptv.cc/bst/yxfyhd@4000000.m3u8
电竞天堂HD-主力,https://mursor.ottiptv.cc/bst/djttvcc4m@4000000.m3u8
金色学堂HD-主力,https://mursor.ottiptv.cc/bst/jsxthd4m@4000000.m3u8
健康养生HD-主力,https://mursor.ottiptv.cc/bst/jkysvcc4m@4000000.m3u8
戏曲精选HD-主力,https://mursor.ottiptv.cc/bst/xqjxvcc4m@4000000.m3u8
茶频道HD-主力,https://mursor.ottiptv.cc/bst/cpdhdavs8m@8000000.m3u8
快乐垂钓HD-主力,https://mursor.ottiptv.cc/bst/klcdhd4m@4000000.m3u8
东方财经HD-主力,https://mursor.ottiptv.cc/bst/dfcjhd4m@4000000.m3u8
家庭理财-主力,https://mursor.ottiptv.cc/bst/jtlcsd2d5mc@2500000.m3u8
财富天下-主力,https://mursor.ottiptv.cc/bst/cftx@2500000.m3u8
法治天地HD-主力,https://mursor.ottiptv.cc/bst/fztd2d5m@2500000.m3u8
看天下精选HD-主力,https://mursor.ottiptv.cc/bst/ktxjx8m@8000000.m3u8
东方购物上星-主力,https://mursor.ottiptv.cc/bst/dfgwsxhd8m@8000000.m3u8
好享购物-主力,https://mursor.ottiptv.cc/bst/hxgwsd2d5m@2500000.m3u8
央广购物-主力,https://mursor.ottiptv.cc/bst/yggwsd2d5m@2500000.m3u8
乐游-主力,https://mursor.ottiptv.cc/bst/qjshd@4000000.m3u8
